time(s),value
30.703388929367065,3.05
30.96029281616211,3.05
31.224440813064575,3.05
31.484296798706055,3.05
31.748063325881958,3.02
32.00043869018555,3.02
32.25214695930481,3.05
32.51779747009277,3.02
32.77043032646179,3.02
33.02479124069214,3.02
33.287025451660156,3.05
33.552284240722656,2.50
33.80352282524109,0.00
34.057671308517456,0.04
34.32148551940918,0.00
34.575684547424316,0.00
34.83102059364319,0.00
35.095165729522705,0.00
35.35701370239258,0.00
35.611043214797974,0.00
35.86498165130615,0.00
36.121750831604004,0.00
36.38365578651428,0.00
36.64279246330261,0.00
36.909745931625366,0.00
37.15996599197388,0.00
37.42288374900818,0.00
37.68078422546387,0.00
37.94872426986694,0.00
38.206785440444946,0.00
38.46813726425171,1.79
38.72338819503784,2.91
38.98574924468994,2.98
39.24967575073242,3.02
39.515650272369385,3.02
39.77879762649536,3.02
40.0426139831543,2.98
40.30036234855652,2.98
40.55246543884277,3.02
40.810914516448975,3.02
41.0693678855896,3.02
41.32112669944763,2.98
41.57855415344238,3.02
41.84246850013733,2.98
42.10976195335388,3.02
42.36412239074707,3.02
42.6272668838501,3.02
42.8913254737854,3.05
43.147014141082764,3.02
43.40417265892029,3.02
43.66197180747986,3.02
43.92849159240723,3.02
44.18184232711792,3.02
44.43422055244446,3.02
44.6898992061615,3.05
44.94667983055115,3.02
45.2053701877594,3.05
45.45943856239319,3.05
45.711262941360474,3.09
45.971317768096924,3.05
46.2284939289093,3.02
46.48165965080261,3.05
46.74117922782898,3.05
47.004443645477295,3.05
47.25633120536804,3.05
47.51697063446045,3.05
47.77050161361694,3.05
48.032981872558594,3.05
48.29532790184021,3.05
48.56130599975586,3.02
48.81822752952576,3.05
49.076237201690674,3.05
49.32741951942444,3.02
49.58060336112976,3.02
49.838568925857544,3.05
50.10248589515686,3.09
50.36927151679993,3.09
50.643351316452026,3.05
50.90716028213501,3.05
51.160699129104614,3.05
51.422038316726685,3.05
51.68237519264221,3.05
51.94641923904419,3.05
52.21117281913757,3.05
52.47385287284851,3.05
52.730682611465454,3.05
52.99378156661987,3.05
53.245110511779785,3.05
53.49601340293884,3.02
53.760751485824585,3.02
54.02375531196594,3.05
54.27659225463867,3.05
54.543407917022705,3.05
54.7971773147583,3.09
55.07035994529724,3.05
55.334999322891235,3.05
55.587671518325806,3.05
55.85437345504761,3.09
56.10899567604065,3.09
56.36582016944885,3.09
56.62795448303223,3.05
56.878520488739014,3.09
57.14187407493591,3.05
57.40006470680237,3.02
57.66626048088074,3.05
57.928457260131836,3.05
58.20186114311218,3.09
58.45728611946106,3.09
58.716280698776245,3.09
58.98362755775452,3.09
59.25102877616882,3.09
59.51558709144592,3.09
59.76837372779846,3.05
60.019800424575806,3.09
60.273041009902954,3.09
60.5311975479126,3.05
60.79351258277893,3.05
61.04544115066528,3.05
61.30765247344971,3.05
61.56761813163757,3.09
61.83087134361267,3.09
62.09124565124512,3.09
62.35900950431824,3.09
62.61286807060242,3.05
62.863808155059814,3.05
63.1285445690155,3.05
63.38708019256592,3.09
63.63878917694092,3.09
63.903425455093384,3.09
64.16886782646179,3.09
64.42286849021912,3.09
64.67574882507324,3.05
64.93126678466797,3.05
65.19129776954651,3.05
65.4434232711792,3.05
65.706796169281,3.09
65.96108198165894,3.05
66.21262168884277,3.09
66.46739387512207,3.05
66.72633981704712,3.09
66.9910638332367,3.09
67.2468090057373,3.05
67.49931240081787,3.05
67.757821559906,3.05
68.01012301445007,3.09
68.27363896369934,3.09
68.53064346313477,3.09
68.7931957244873,3.09
69.06363821029663,0.53
69.32220673561096,1.15
69.58100461959839,0.88
69.84344244003296,1.18
70.10183453559875,1.11
70.36566615104675,3.16
70.62964749336243,3.16
70.89676833152771,3.16
71.14861559867859,3.09
71.41506767272949,3.09
71.67758655548096,3.09
71.93696022033691,3.09
72.19606924057007,3.13
72.45410203933716,3.13
72.70854139328003,3.16
72.9695246219635,3.13
73.22775483131409,1.60
73.47989225387573,0.31
73.7465500831604,0.00
74.00660562515259,0.00
74.25948143005371,0.00
74.51940178871155,0.00
74.77576684951782,0.00
75.04084157943726,0.00
75.30602192878723,0.00
75.5605320930481,0.00
75.81213545799255,0.00
76.07011342048645,0.00
76.32589769363403,0.00
76.58935904502869,0.00
76.85000777244568,0.00
77.10862517356873,0.00
77.36495614051819,0.00
77.62441754341125,0.00
77.88081312179565,0.00
78.13224864006042,0.04
78.40565943717957,0.04
78.66050934791565,0.04
78.9267189502716,0.00
79.1962022781372,0.00
79.46250820159912,0.00
79.71510863304138,0.04
79.96812295913696,0.04
80.23702216148376,0.00
80.50072002410889,0.00
80.75699758529663,0.00
81.02437901496887,0.00
81.29456853866577,0.04
81.55221390724182,0.04
81.8071300983429,0.00
82.07154035568237,0.00
82.33729696273804,0.00
82.59158778190613,0.00
82.85023021697998,0.00
83.10787963867188,0.00
83.3607394695282,2.06
83.62853336334229,2.33
83.89368557929993,2.54
84.1537401676178,2.72
84.41863298416138,2.76
84.68092727661133,2.80
84.93185210227966,2.83
85.20094060897827,2.87
85.46872591972351,2.83
85.732497215271,2.87
85.9838855266571,2.83
86.24809193611145,2.91
86.51299738883972,2.87
86.78139686584473,2.87
87.04373121261597,2.87
87.29921531677246,2.87
87.55906224250793,2.87
87.81632447242737,2.87
88.07628130912781,2.83
88.32954549789429,2.91
88.59378933906555,2.87
88.86204552650452,2.87
89.12522959709167,2.91
89.37949180603027,2.87
89.63206386566162,2.87
89.89200448989868,2.94
90.14332580566406,2.87
90.3960371017456,2.87
90.64968037605286,2.87
90.92601990699768,2.83
91.19255018234253,2.91
91.45179867744446,2.94
91.71166062355042,2.91
91.97685933113098,2.91
92.230623960495,2.87
92.49609732627869,2.91
92.74880075454712,2.94
93.02419662475586,2.91
93.28503561019897,2.87
93.5416944026947,2.91
93.80285096168518,2.87
94.06717562675476,2.91
94.3310706615448,2.91
94.58454012870789,2.91
94.84151220321655,2.91
95.10164022445679,2.94
95.35407423973083,3.09
95.611168384552,3.05
95.86382699012756,3.05
96.12281322479248,3.05
96.3757917881012,3.09
96.62719321250916,3.05
96.88949847221375,3.09
97.14130592346191,3.05
97.40004873275757,3.13
97.65110921859741,3.09
97.91261053085327,3.09
98.17772960662842,3.09
98.43955564498901,3.05
98.69724655151367,3.05
98.96329641342163,3.02
99.22554087638855,3.13
99.48168468475342,3.09
99.74265217781067,3.05
100.00530982017517,3.13
100.25997614860535,3.09
100.52083134651184,3.05
100.77950978279114,3.13
101.04266881942749,3.09
101.29920077323914,3.05
101.55686497688293,1.45
101.81148409843445,2.29
102.06598663330078,1.07
102.32902479171753,0.88
102.5906662940979,0.46
102.84931516647339,0.00
103.10899066925049,0.00
103.37485098838806,0.04
103.64711666107178,0.04
103.90827775001526,0.00
104.16170907020569,0.04
104.42505717277527,0.00
104.69097137451172,0.00
104.95214867591858,0.00
105.20976853370667,0.00
105.46566653251648,0.00
105.71786832809448,0.00
105.96955943107605,0.00
106.23427534103394,0.00
106.49318099021912,0.00
106.75931143760681,0.00
107.0175518989563,0.00
107.27276015281677,0.00
107.52585911750793,0.00
107.78205108642578,0.00
108.04378914833069,0.00
108.29914355278015,0.00
108.55958938598633,0.00
108.81242442131042,0.00
109.06754064559937,0.00
109.32946395874023,0.00
109.58857536315918,0.00
109.84115672111511,0.04
110.09369015693665,2.18
110.35416007041931,2.83
110.61312055587769,2.94
110.87874484062195,2.98
111.1377067565918,2.98
111.39535021781921,3.02
111.65457892417908,3.09
111.91734957695007,3.05
112.18134093284607,3.02
112.44328093528748,3.05
112.70676374435425,3.09
112.96336078643799,3.05
113.2296953201294,3.05
113.48102450370789,3.02
113.73524904251099,3.09
113.99290728569031,3.02
114.2603907585144,3.05
114.51450157165527,3.05
114.77765154838562,3.05
115.03562831878662,3.09
115.30202865600586,3.05
115.55702209472656,3.05
115.82109308242798,3.02
116.0825629234314,3.05
116.34405732154846,3.05
116.60939645767212,3.09
116.86096501350403,3.09
117.12366843223572,3.09
117.37716817855835,3.09
117.64039492607117,3.05
117.90452742576599,3.09
118.15585851669312,3.05
118.41831922531128,3.09
118.68829035758972,3.09
118.94116640090942,3.09
119.20734071731567,3.09
119.46722984313965,3.09
119.73982119560242,3.09
119.99311447143555,3.09
120.2603874206543,3.05
120.51404142379761,3.05
120.77522158622742,3.09
121.04056930541992,3.13
121.30732774734497,3.05
121.57557320594788,3.09
121.8270857334137,3.05
122.08352255821228,3.05
122.34240221977234,3.09
122.60863256454468,3.05
122.86288332939148,3.09
123.12570357322693,3.09
123.38103818893433,3.09
123.64595246315002,
123.89885139465332,3.05
124.15363121032715,3.05
124.41540384292603,3.05
124.66814398765564,3.13
124.91994714736938,3.05
125.17388486862183,3.09
125.42854499816895,3.05
125.68064308166504,3.09
125.94221591949463,3.05
126.20946025848389,3.09
126.47326517105103,3.09
126.73251414299011,3.05
126.99265193939209,3.05
127.26785969734192,3.09
127.52015829086304,3.05
127.78582262992859,3.02
128.04707026481628,3.09
128.30808448791504,3.09
128.57180166244507,3.05
128.83195567131042,3.05
129.09408855438232,3.05
129.34532475471497,3.09
129.60852813720703,3.05
129.86260771751404,3.09
130.11388278007507,3.09
130.37849807739258,3.09
130.63995361328125,3.09
130.89960622787476,3.05
131.15637183189392,3.09
131.40952587127686,3.05
131.67244911193848,3.05
131.9297878742218,3.09
132.1881206035614,3.09
132.44584965705872,3.05
132.7104880809784,3.05
132.96300673484802,3.09
133.2201371192932,3.09
133.47321677207947,3.09
133.72654056549072,3.09
133.99341464042664,3.05
134.24604320526123,3.09
134.50922513008118,3.09
134.76942801475525,3.09
135.03262376785278,3.05
135.29201436042786,3.05
135.5593421459198,3.09
135.82590460777283,3.05
136.0979561805725,3.09
136.35992288589478,3.13
136.61935997009277,3.09
136.88073444366455,3.09
137.14399361610413,3.13
137.40747141838074,3.09
137.65946578979492,3.05
137.92185282707214,3.05
138.17895555496216,3.05
138.44520163536072,3.05
138.71274280548096,3.05
138.97822451591492,3.05
139.23760199546814,3.05
139.49590945243835,3.09
139.75008916854858,3.05
140.01329612731934,3.13
140.2731010913849,3.09
140.53649163246155,3.09
140.80159878730774,3.09
141.05979347229004,3.05
141.3112509250641,3.09
141.57000708580017,3.09
141.8367896080017,3.09
142.1029236316681,3.05
142.35701775550842,3.09
142.62725472450256,3.09
142.88666081428528,3.09
143.14115929603577,3.05
143.39261102676392,3.09
143.65186381340027,3.05
143.90776896476746,3.13
144.15998101234436,3.09
144.42412996292114,3.09
144.681086063385,3.09
144.93672347068787,3.09
145.18903136253357,3.05
145.4406180381775,3.05
145.6960015296936,3.05
145.95769739151,3.09
146.21415734291077,3.09
146.47751998901367,3.09
146.73709678649902,3.05
146.9882354736328,3.09
147.24173307418823,3.09
147.50533628463745,3.05
147.75983929634094,3.05
148.02152156829834,3.05
148.2872338294983,3.05
148.55164885520935,3.05
148.80877113342285,3.05
149.07028532028198,3.05
149.3250801563263,3.09
149.5844440460205,3.09
149.84213852882385,3.09
150.09673190116882,3.05
150.35903644561768,3.05
150.6201663017273,3.05
150.87151837348938,3.02
151.13569974899292,3.05
151.3964741230011,3.13
151.66355299949646,3.05
151.9278209209442,3.05
152.18903040885925,3.05
152.45357060432434,3.09
152.70705151557922,3.02
152.9608645439148,3.09
153.21305179595947,3.09
153.47590279579163,3.09
153.7502155303955,3.05
154.013906955719,3.09
154.27674651145935,3.05
154.53504967689514,3.05
154.80094075202942,3.09
155.05779695510864,3.05
155.31135416030884,3.05
155.57393407821655,3.09
155.82824206352234,3.13
156.08624696731567,3.05
156.3466556072235,3.05
156.6098816394806,3.09
156.87617206573486,3.13
157.1362521648407,3.05
157.39647674560547,3.05
157.65838479995728,3.13
157.91276097297668,3.05
158.17683148384094,3.05
158.43875241279602,3.09
158.69013237953186,3.09
158.95514273643494,3.09
159.21990728378296,3.05
159.47369074821472,3.05
159.73271942138672,3.09
159.9844455718994,3.13
160.24915504455566,3.05
160.50089645385742,3.09
160.75365281105042,3.09
161.00666904449463,3.02
161.26628851890564,3.09
161.51813101768494,3.13
161.78001427650452,3.09
162.03917455673218,3.09
162.29284644126892,3.05
162.55355501174927,3.09
162.81670570373535,3.09
163.07201719284058,3.02
163.32463479042053,3.05
163.58173036575317,3.05
163.83528900146484,3.05
164.0976333618164,3.05
164.36398363113403,3.05
164.6173768043518,3.13
164.87724828720093,3.09
165.14019656181335,3.09
165.4084177017212,3.09
165.66921043395996,3.05
165.92664980888367,3.09
166.18671989440918,3.05
166.44726729393005,3.02
166.69824886322021,3.09
166.95042324066162,3.05
167.20409226417542,3.05
167.46531319618225,3.09
167.7224359512329,3.05
168.0018880367279,3.05
168.2588038444519,3.09
168.5363326072693,3.05
168.7907316684723,3.05
169.05027151107788,3.05
169.30735206604004,3.09
169.5693643093109,3.09
169.8292055130005,3.05
170.0835313796997,3.09
170.33836913108826,3.09
170.5905294418335,3.13
170.84342122077942,3.05
171.1059274673462,3.09
171.36219382286072,3.09
171.62611937522888,3.05
171.8916928768158,3.09
172.15405178070068,3.09
172.4051558971405,3.02
172.67069959640503,3.09
172.93743872642517,3.05
173.18950748443604,3.05
173.44335341453552,3.09
173.7031009197235,3.05
173.96425318717957,3.02
174.22569632530212,3.05
174.48203802108765,3.05
174.7378432750702,3.02
174.99458050727844,3.05
175.25044226646423,3.05
175.50205826759338,3.05
175.75429606437683,3.09
176.02024507522583,3.09
176.28795552253723,3.05
176.53866314888,3.05
176.80340218544006,3.05
177.06681370735168,3.05
177.33114504814148,3.02
177.5887153148651,3.05
177.85072088241577,3.13
178.11981296539307,3.09
178.37535166740417,3.13
178.63809299468994,3.09
178.88946056365967,3.09
179.15504002571106,3.05
179.4202003479004,3.05
179.6742422580719,3.09
179.92603874206543,3.09
180.195321559906,3.05
180.45235800743103,3.09
180.7133274078369,3.09
180.97939586639404,3.09
181.23896884918213,3.05
181.49732518196106,3.05
181.76080513000488,3.09
182.02672576904297,3.05
182.2817406654358,3.13
182.53713393211365,3.05
182.8080015182495,3.05
183.06531620025635,3.05
183.32297444343567,3.09
183.5800585746765,3.05
183.83546257019043,3.09
184.09282231330872,3.13
184.35651087760925,3.05
184.6182463169098,3.05
184.8839828968048,3.05
185.13678908348083,3.09
185.39136147499084,3.05
185.6473114490509,3.09
185.91084957122803,3.05
186.17044186592102,3.13
186.43101620674133,3.09
186.68911933898926,3.09
186.9542350769043,3.09
187.21422505378723,3.09
187.47198629379272,3.09
187.72513365745544,3.05
187.98884105682373,3.05
188.24108505249023,3.05
188.49464988708496,3.05
188.75381302833557,3.05
189.0071678161621,3.13
189.26804971694946,3.05
189.5200264453888,3.09
189.77236819267273,3.13
190.0254135131836,3.09
190.2819938659668,3.09
190.54444456100464,3.09
190.80089569091797,3.09
191.06721663475037,3.09
191.33069276809692,3.05
191.58659887313843,3.05
191.84027004241943,3.09
192.1035099029541,3.05
192.36003351211548,3.09
192.61292457580566,3.05
192.86805963516235,3.05
193.13379836082458,3.09
193.39066243171692,3.09
193.65392303466797,3.05
193.9101812839508,3.09
194.17640781402588,3.09
194.427636384964,3.09
194.68679690361023,3.09
194.94243955612183,3.09
195.20520758628845,3.09
195.46465015411377,3.05
195.72107315063477,3.02
195.97748827934265,3.05
196.23087763786316,3.05
196.4973063468933,3.05
196.7528429031372,3.09
197.01764059066772,3.05
197.28144550323486,3.09
197.55032587051392,3.05
197.80772352218628,3.13
198.06779074668884,3.05
198.32898211479187,3.13
198.58198833465576,3.05
198.8410336971283,3.05
199.09986448287964,3.09
199.3542399406433,3.09
199.60656452178955,3.13
199.86048936843872,3.09
200.11607122421265,3.09
200.38070106506348,3.09
200.6375880241394,3.05
200.90395331382751,3.05
201.16756391525269,3.05
201.42921686172485,3.09
201.69624304771423,3.09
201.95388269424438,3.05
202.21988892555237,3.09
202.48486423492432,3.09
202.740229845047,3.05
202.99778819084167,3.13
203.26541209220886,3.09
203.52888679504395,3.05
203.78495335578918,3.05
204.0416796207428,3.09
204.2969958782196,3.09
204.54965376853943,3.09
204.8040270805359,3.09
205.05824398994446,3.09
205.31476473808289,3.05
205.56703734397888,3.09
205.83149528503418,3.09
206.09460878372192,3.09
206.3462336063385,3.09
206.6062514781952,3.09
206.86725306510925,3.05
207.12413620948792,3.09
207.38266515731812,3.02
207.6644730567932,3.02
207.92552661895752,3.09
208.1763882637024,3.13
208.43994665145874,3.09
208.7014663219452,3.09
208.9618456363678,09
209.22159337997437,3.05
209.4871551990509,3.09
209.7407522201538,3.05
209.99870824813843,3.09
210.2631115913391,3.05
210.52089166641235,3.09
210.7839937210083,3.09
211.04309105873108,3.09
211.2969479560852,3.05
211.5532751083374,3.05
211.81597232818604,3.05
212.06930804252625,3.09
212.32715034484863,3.02
212.57922315597534,3.05
212.8360834121704,3.05
213.09893679618835,3.05
213.3526782989502,3.09
213.61489248275757,3.09
213.86742043495178,3.05
214.1413791179657,3.05
214.39365458488464,3.05
214.6680166721344,3.02
214.9204297065735,3.05
215.1858434677124,3.09
215.43833374977112,3.09
215.6932520866394,3.02
215.95080065727234,3.09
216.21331644058228,3.05
216.47211575508118,3.05
216.73114728927612,3.09
216.99738073349,3.09
217.26539635658264,3.09
217.5266616344452,3.05
217.7829830646515,3.09
218.04048466682434,3.09
218.30086064338684,3.09
218.55438923835754,3.05
218.81032037734985,3.13
219.06263542175293,3.05
219.3304398059845,3.05
219.6049349308014,3.05
219.87176728248596,3.05
220.12411904335022,3.05
220.38704204559326,3.09
220.65312337875366,3.05
220.9192714691162,3.09
221.17927837371826,3.09
221.43552088737488,3.09
221.69881415367126,3.05
221.9531955718994,3.09
222.21676540374756,3.02
222.4818663597107,3.13
222.73775386810303,3.05
222.9992597103119,3.02
223.26391792297363,3.09
223.52063822746277,3.05
223.78653240203857,3.09
224.04953718185425,3.09
224.31227612495422,3.13
224.57061982154846,3.05
224.82574105262756,3.09
225.07868337631226,3.05
225.3310730457306,3.05
225.58633995056152,3.05
225.84117698669434,3.13
226.098730802536,3.05
226.35263776779175,3.05
226.61601781845093,3.05
226.87371706962585,3.09
227.12566924095154,3.09
227.38458800315857,3.09
227.63707661628723,3.09
227.89978742599487,3.05
228.16037917137146,3.09
228.4213035106659,3.09
228.673490524292,3.05
228.93390250205994,3.13
229.19340658187866,3.09
229.4541618824005,3.05
229.71846675872803,3.09
229.9703540802002,3.05
230.22416257858276,3.05
230.48710083961487,3.02
230.74934244155884,3.05
231.0054841041565,3.09
231.25757122039795,3.09
231.5177230834961,3.09
231.77339029312134,3.05
232.03449416160583,3.09
232.29438471794128,3.05
232.5578637123108,3.09
232.82427787780762,3.09
233.08388781547546,3.09
233.36293244361877,3.05
233.61669516563416,3.05
233.8728542327881,3.09
234.13876795768738,3.09
234.40816521644592,3.09
234.6731231212616,3.05
234.93493270874023,3.05
235.20338487625122,3.09
235.472421169281,3.05
235.7250895500183,3.09
235.98619651794434,3.09
236.24947118759155,3.09
236.50117897987366,3.09
236.76580286026,3.09
237.0168251991272,
237.28369545936584,3.09
237.55056357383728,3.09
237.8169219493866,3.09
238.07809972763062,3.09
238.33724546432495,3.09
238.60481071472168,3.09
238.8634753227234,3.09
239.13008284568787,3.02
239.3849823474884,3.05
239.64971804618835,3.09
239.91322803497314,3.05
240.18023896217346,3.05
240.44163608551025,3.05
240.70696139335632,3.09
240.96362709999084,3.09
241.22571229934692,3.05
241.50199699401855,3.05
241.75635743141174,3.09
242.0102334022522,3.05
242.26369643211365,3.09
242.52393174171448,3.05
242.7895166873932,3.05
243.0501832962036,3.09
243.30392813682556,3.09
243.56004977226257,3.09
243.82383823394775,3.09
244.0782446861267,3.05
244.3454761505127,3.09
244.60812830924988,3.05
244.87070631980896,3.05
245.13986825942993,3.09
245.40145540237427,3.09
245.6654691696167,3.09
245.9216287136078,3.09
246.1760609149933,3.09
246.43595123291016,3.09
246.69611477851868,3.05
246.9556360244751,3.05
247.22239089012146,3.05
247.4849498271942,3.09
247.7389304637909,3.05
248.00270080566406,3.05
248.26737332344055,3.09
248.52830696105957,3.02
248.7827227115631,3.09
249.047621011734,3.05
249.30318999290466,3.05
249.5690619945526,3.09
249.83491563796997,3.05
250.08525967597961,3.09
250.336083650589,3.09
250.59077262878418,3.09
250.84308457374573,
251.09753584861755,3.09
251.36154580116272,3.05
251.61680698394775,3.05
251.8764488697052,09
252.13971638679504,3.05
252.3963007926941,3.13
252.6484055519104,3.05
252.90487408638,3.09
253.167053937912,3.09
253.43170189857483,3.05
253.6890208721161,3.09
253.94456577301025,3.09
254.2134234905243,3.05
254.47293066978455,3.05
254.73745346069336,3.05
254.99172806739807,3.05
255.24543452262878,3.09
255.49838829040527,3.05
255.76333022117615,3.09
256.0142312049866,3.02
256.2672071456909,3.05
256.5296812057495,3.09
256.78181505203247,3.05
257.0391445159912,3.09
257.29802680015564,3.05
257.55333518981934,3.05
257.81967854499817,3.09
258.0761704444885,3.13
258.33862376213074,3.09
258.599454164505,3.05
258.8638017177582,3.05
259.1200225353241,3.09
259.3832025527954,3.02
259.63533878326416,3.09
259.90158796310425,3.05
260.1635582447052,3.05
260.4219455718994,3.13
260.6801459789276,3.05
260.94620966911316,3.05
261.19651198387146,3.05
261.46389174461365,3.13
261.7199606895447,3.05
261.98397850990295,3.09
262.2379331588745,3.05
262.4976313114166,3.09
262.76509857177734,3.09
263.019504070282,3.13
263.28302931785583,3.05
263.5479257106781,3.09
263.811119556427,3.05
264.06175422668457,3.09
264.31434321403503,3.05
264.57321405410767,3.05
264.8357276916504,3.13
265.095427274704,3.09
265.3514540195465,3.09
265.60553312301636,3.05
265.863760471344,3.09
266.1256833076477,3.05
266.38858103752136,3.13
266.6550316810608,1.53
266.90821146965027,2.02
267.1638946533203,0.04
267.41598653793335,0.00
267.6730480194092,0.00
267.93493270874023,0.04
268.19400930404663,0.00
268.4615008831024,0.00
268.71369338035583,0.00
268.9757044315338,0.00
269.2419295310974,0.00
269.50272393226624,0.00
269.75920271873474,0.00
270.01377034187317,0.00
270.26836013793945,0.04
270.5263822078705,0.04
270.7795662879944,0.04
271.0353648662567,0.08
271.30120372772217,0.00
271.56453704833984,0.08
271.8350553512573,0.04
272.09340953826904,0.08
272.35480999946594,0.00
272.6172435283661,0.00
272.8785545825958,0.04
273.13104152679443,0.00
273.3900308609009,0.00
273.6417167186737,0.04
273.90558791160583,0.00
274.15705585479736,0.00
274.42078161239624,0.00
274.6754295825958,0.00
274.93300223350525,0.00
275.18591713905334,0.00
275.44678115844727,0.00
275.7028467655182,0.00
275.96143674850464,0.00
276.2136654853821,0.00
276.4708342552185,0.00
276.7216601371765,0.00
276.9847288131714,0.00
277.24631786346436,0.00
277.50654768943787,0.00
277.75750708580017,0.00
278.0140187740326,0.00
278.28268671035767,0.00
278.5460057258606,0.00
278.8056628704071,0.00
279.0603668689728,0.00
279.3287863731384,0.00
279.59545159339905,0.00
279.86075472831726,0.00
280.1204733848572,0.00
280.3853049278259,0.00
280.6440715789795,0.00
280.9072389602661,0.00
281.15901017189026,0.00
281.4133474826813,0.00
281.67986822128296,0.00
281.93292474746704,0.00
282.1879162788391,0.00
282.45060777664185,2.54
282.7153630256653,2.72
282.9668803215027,2.87
283.2258219718933,2.91
283.49072265625,2.87
283.753705739975,2.91
284.0185272693634,2.98
284.2892093658447,2.94
284.55049991607666,2.91
284.802618265152,2.94
285.05392050743103,2.94
285.30621361732483,2.91
285.57045817375183,2.94
285.83354091644287,2.91
286.0881609916687,2.98
286.3472776412964,2.98
286.61370158195496,2.94
286.87191224098206,2.94
287.12995409965515,2.98
287.3930847644806,2.94
287.6477384567261,2.98
287.9031312465668,2.98
288.1582188606262,2.94
288.41364765167236,2.98
288.67674493789673,2.98
288.93265318870544,2.98
289.1941816806793,2.98
289.45305275917053,2.98
289.70496892929077,2.94
289.9565780162811,2.98
290.2191791534424,2.98
290.47102069854736,2.94
290.7334728240967,2.94
290.9920690059662,2.98
291.2479500770569,3.02
291.5151605606079,3.02
291.7795035839081,2.94
292.0392587184906,2.94
292.29779958724976,2.98
292.5484616756439,2.94
292.8085684776306,2.98
293.0697298049927,3.02
293.3331995010376,2.98
293.5910339355469,2.98
293.84395933151245,2.98
294.09942531585693,2.98
294.36502718925476,2.98
294.6312942504883,3.02
294.88459873199463,3.02
295.1418058872223,3.20
295.39908599853516,3.13
295.6592185497284,3.09
295.91191935539246,3.24
296.1817126274109,3.16
296.4364523887634,3.09
296.6992838382721,3.09
296.9548530578613,3.09
297.20941042900085,3.05
297.46549439430237,3.09
297.72856068611145,3.09
297.98789858818054,3.09
298.2433886528015,3.13
298.4987111091614,3.09
298.75792932510376,3.09
299.0159578323364,3.05
299.2850909233093,3.05
299.54204273223877,3.09
299.80970430374146,3.05
300.0631535053253,3.05
300.3147246837616,3.02
300.57706665992737,3.05
300.83263421058655,3.05
301.09857153892517,
301.3623151779175,3.05
301.6286950111389,3.09
301.90131187438965,3.13
302.1590430736542,3.09
302.4216911792755,3.05
302.67832708358765,3.05
302.9470896720886,3.09
303.21154260635376,3.13
