time(s),colorTemp,lux,R,G,B
15.856908798217773,16478,95,1025,336,316,402
16.017106771469116,34179,117,1065,342,330,399
16.17682385444641,33106,121,1072,345,335,404
16.335794687271118,34621,124,1096,348,343,415
16.491763830184937,34636,119,1066,343,333,403
16.6519992351532,34402,119,1071,344,334,404
16.811644315719604,31205,125,1076,347,340,408
16.97126340866089,30016,127,1081,347,342,409
17.12700843811035,30043,128,1074,346,342,409
17.286383867263794,30212,127,1075,345,341,408
17.44594120979309,31813,126,1086,347,342,411
17.601501941680908,35761,121,1083,345,338,410
17.761964797973633,30398,128,1085,349,345,413
17.92157292366028,28504,132,1084,349,347,413
18.08079433441162,30894,127,1083,347,342,410
18.236937999725342,28622,131,1082,349,346,412
18.396509170532227,31701,120,1059,342,332,399
18.550081968307495,33343,120,1066,343,334,403
18.71554660797119,35280,125,1100,348,345,418
18.871883630752563,30424,129,1093,348,345,413
19.025762796401978,31416,125,1077,345,339,407
19.19133710861206,31489,128,1087,347,344,413
19.346898317337036,28142,130,1079,347,344,409
19.506351470947266,28387,132,1085,349,348,414
19.666354417800903,29292,131,1086,349,347,414
19.825676679611206,28142,130,1074,347,344,409
19.98175835609436,29292,131,1086,349,347,414
20.14080309867859,27888,132,1078,348,346,411
20.30053162574768,26676,132,1070,347,344,407
20.460591316223145,26363,134,1078,348,347,410
20.616679191589355,27156,133,1076,348,346,410
20.776374340057373,30329,126,1075,346,340,407
20.929252862930298,26152,135,1082,349,349,412
21.086875677108765,26065,136,1085,349,350,413
21.248547315597534,27056,133,1079,348,347,411
21.401771068572998,26830,135,1083,349,349,413
21.570671796798706,26065,136,1085,349,350,413
21.72622513771057,26927,134,1082,349,348,412
21.880455017089844,26152,135,1082,349,349,412
22.04552412033081,26273,135,1081,348,348,411
22.20561122894287,26830,135,1083,349,349,413
22.361514568328857,27056,133,1079,348,347,411
22.51292324066162,26927,134,1083,349,348,412
22.68069362640381,26927,134,1081,349,348,412
22.831661701202393,27056,133,1078,348,347,411
22.99579691886902,26152,135,1082,349,349,412
23.155853033065796,27056,133,1079,348,347,411
23.31562876701355,26927,134,1081,349,348,412
23.46783185005188,26927,134,1082,349,348,412
23.626227855682373,27056,133,1079,348,347,411
23.790606260299683,27056,133,1079,348,347,411
23.946711540222168,26830,135,1083,349,349,413
24.105751991271973,27056,133,1079,348,347,411
24.265719652175903,26927,134,1081,349,348,412
24.42560076713562,26735,136,1085,349,350,414
24.581523418426514,26455,133,1075,348,346,409
24.74068260192871,26735,136,1086,349,350,414
24.90082550048828,26927,134,1081,349,348,412
25.05568528175354,26241,135,1081,349,348,411
25.216095447540283,26273,135,1081,348,348,411
25.37597370147705,26830,135,1084,349,349,413
25.535653352737427,26241,135,1081,349,348,411
25.690963983535767,26735,136,1086,349,350,414
25.851189136505127,26241,135,1081,349,348,411
26.008734464645386,26455,133,1076,348,346,409
26.168530702590942,27403,135,1088,350,350,415
26.3257577419281,27258,132,1077,348,345,409
26.48598074913025,27056,133,1080,348,347,411
26.645634412765503,25901,133,1073,347,345,407
26.80148148536682,28417,133,1088,348,348,414
26.960352420806885,29979,131,1091,349,348,416
27.12057614326477,27056,133,1081,348,347,411
27.27659773826599,27056,133,1080,348,347,411
27.4358491897583,26958,134,1081,348,348,412
27.595134973526,26152,135,1082,349,349,412
27.75514554977417,26363,134,1080,348,347,410
27.915305614471436,27642,133,1085,349,348,413
28.071123361587524,26065,136,1085,349,350,413
28.230830669403076,26927,134,1082,349,348,412
28.389713048934937,26830,135,1085,349,349,413
28.546271800994873,26241,135,1080,349,348,411
28.705175399780273,26830,135,1085,349,349,413
28.864826440811157,27302,135,1089,350,351,416
29.025187253952026,26152,135,1082,349,349,412
29.180553436279297,26611,136,1087,350,351,415
29.340867042541504,26830,135,1084,349,349,413
29.49671769142151,26241,135,1080,349,348,411
29.652840852737427,26611,136,1088,350,351,415
29.814560651779175,26830,135,1084,349,349,413
29.97557544708252,26241,135,1081,349,348,411
30.13462471961975,26241,135,1080,349,348,411
30.290586233139038,27403,135,1088,350,350,415
30.45010495185852,26152,135,1082,349,349,412
30.605664253234863,26152,135,1082,349,349,412
30.761240243911743,26830,135,1085,349,349,413
30.925110340118408,26704,135,1086,350,350,414
31.08509850502014,26735,136,1085,349,350,414
31.24472212791443,26152,135,1083,349,349,412
31.400781393051147,26830,135,1084,349,349,413
31.553774118423462,26611,136,1088,350,351,415
31.712728023529053,26065,136,1085,349,350,413
31.879906177520752,26455,133,1077,348,346,409
32.035446882247925,27403,135,1089,350,350,415
32.19531583786011,26830,135,1083,349,349,413
32.354827642440796,26241,135,1080,349,348,411
32.51054906845093,27056,133,1079,348,347,411
32.67053771018982,28022,135,1093,350,351,417
32.829890727996826,27748,132,1083,349,347,412
32.9820921421051,27748,129,1068,346,341,405
